ecosystem,rep,term,estimate,std.error,statistic,p.value
SP,11,min_elapsed,-0.003100558700582254,2.4743620028284073e-4,-12.53074003334213,0.0010956505575311516
SP,12,min_elapsed,-0.004867338584684699,0.0020387975020859815,-2.387357537815656,0.09697204440050482
SW,1,min_elapsed,-0.0035144906224230765,0.0027649888065743216,-1.271068661857387,0.2933101925288654
SW,2,min_elapsed,-0.0014210651617443664,0.0017235095364914713,-0.8245183050377618,0.470088034621735
SW,3,min_elapsed,-0.0021399081791652155,8.243464555863977e-4,-2.59588449087586,0.08066228607284773
SW,4,min_elapsed,8.202899062553303e-4,7.910086235768323e-4,1.0370176529126727,0.3759770562968343
SW,5,min_elapsed,-0.003786094258473566,6.90037040124433e-4,-5.486798589523292,0.011908938183712591
SW,6,min_elapsed,-0.0015874187628210359,0.0011365118849274325,-1.396746293526349,0.2568839355420154
SW,7,min_elapsed,-0.003654438614606962,6.658870153524578e-4,-5.488076100526824,0.011901229385766402
SW,8,min_elapsed,-0.005592444958493282,0.0018552308993718743,-3.014419908803113,0.05701112625610142
SW,9,min_elapsed,-0.005881804935794149,0.0011816756472803598,-4.977512187317384,0.015583740257736596
SW,10,min_elapsed,-0.006059392004289359,0.001236125842493708,-4.901921629650099,0.01624993088826415
SW,11,min_elapsed,-9.541193049619712e-4,0.0016073276124788985,-0.5936059939208549,0.5945567778302466
SW,12,min_elapsed,-0.00398728646564386,0.001369432657079934,-2.911633839772759,0.06191450961157488
WW,1,min_elapsed,-5.947368823178221e-4,0.0025200341937469525,-0.2360034970134783,0.8286246447719451
WW,2,min_elapsed,-0.01529328089711265,0.0015091220237048114,-10.133892857496365,0.0020470262336365753
WW,3,min_elapsed,-0.010507104021835818,8.263967849440313e-4,-12.714357332050152,0.001049541283173564
WW,4,min_elapsed,-0.008764288049841749,0.0021782806079594656,-4.023488993023638,0.027582203668967412
WW,5,min_elapsed,-0.014279761972566501,0.0018191628327261398,-7.849633752228382,0.004306389317952792
WW,6,min_elapsed,-0.012737310903546567,0.001640681777451366,-7.763425594531011,0.004445900465858625
WW,7,min_elapsed,-0.014379288796338933,0.001071061883629562,-13.425264231802466,8.93501173833651e-4
WW,8,min_elapsed,-0.01598119678118569,0.0013855038958450062,-11.534573687675488,0.0013990652927202648
WW,9,min_elapsed,-0.01047503811556094,0.0019170960879936092,-5.464013087901027,0.01204753477452476
WW,10,min_elapsed,-0.009568443932937803,0.007769252495514192,-1.23157844830792,0.30584367725285644
WW,11,min_elapsed,-0.012657304698524293,0.0013786146023239659,-9.181177014364675,0.0027323237963374825
WW,12,min_elapsed,-0.007923126871201985,0.0019093860242238806,-4.149567856202648,0.025431636132763405
